VehID,TimeStep,SpeedProfile
925,11.45,7.9107
925,11.5,7.91131
925,11.55,7.912885
925,11.6,7.91446
925,11.65,7.916275
925,11.7,7.91809
925,11.75,7.919575
925,11.8,7.92106
925,11.85,7.922045
925,11.9,7.92303
925,11.95,7.92361
925,12,7.92419
925,12.05,7.924535
925,12.1,7.92488
925,12.15,7.925165
925,12.2,7.92545
925,12.25,7.925805
925,12.3,7.92616
925,12.35,7.926705
925,12.4,7.92725
925,12.45,7.928115
925,12.5,7.92898
925,12.55,7.93041
925,12.6,7.93184
925,12.65,7.934235
925,12.7,7.93663
925,12.75,7.940435
925,12.8,7.94424
925,12.85,7.949675
925,12.9,7.95511
925,12.95,7.961695
925,13,7.96828
925,13.05,7.974695
925,13.1,7.98111
925,13.15,7.985485
925,13.2,7.98986
925,13.25,7.99029
925,13.3,7.99072
925,13.35,7.98547
925,13.4,7.98022
925,13.45,7.967575
925,13.5,7.95493
925,13.55,7.93252
925,13.6,7.91011
925,13.65,7.873655
925,13.7,7.8372
925,13.75,7.779845
925,13.8,7.72249
925,13.85,7.63726
925,13.9,7.55203
925,13.95,7.43724
925,14,7.32245
925,14.05,7.184935
925,14.1,7.04742
925,14.15,6.900405
925,14.2,6.75339
925,14.25,6.61197
925,14.3,6.47055
925,14.35,6.34747
925,14.4,6.22439
925,14.45,6.12555
925,14.5,6.02671
925,14.55,5.94821
925,14.6,5.86971
925,14.65,5.799585
925,14.7,5.72946
925,14.75,5.6528
925,14.8,5.57614
925,14.85,5.4807
925,14.9,5.38526
925,14.95,5.26649
925,15,5.14772
925,15.05,5.01064
925,15.1,4.87356
925,15.15,4.73013
925,15.2,4.5867
925,15.25,4.451285
925,15.3,4.31587
925,15.35,4.20095
925,15.4,4.08603
925,15.45,3.99781
925,15.5,3.90959
925,15.55,3.845535
925,15.6,3.78148
925,15.65,3.732425
925,15.7,3.68337
925,15.75,3.637915
925,15.8,3.59246
925,15.85,3.540545
925,15.9,3.48863
925,15.95,3.42427
925,16,3.35991
925,16.05,3.283595
925,16.1,3.20728
925,16.15,3.126185
925,16.2,3.04509
925,16.25,2.96933
925,16.3,2.89357
925,16.35,2.83047
925,16.4,2.76737
925,16.45,2.71777
925,16.5,2.66817
925,16.55,2.626645
925,16.6,2.58512
925,16.65,2.54246
925,16.7,2.4998
925,16.75,2.44545
925,16.8,2.3911
925,16.85,2.3161
925,16.9,2.2411
925,16.95,2.142115
925,17,2.04313
925,17.05,1.925125
925,17.1,1.80712
925,17.15,1.68182
925,17.2,1.55652
925,17.25,1.438155
925,17.3,1.31979
925,17.35,1.220385
925,17.4,1.12098
925,17.45,1.046065
925,17.5,0.97115
925,17.55,0.918165
925,17.6,0.86518
925,17.65,0.82599
925,17.7,0.7868
925,17.75,0.751795
925,17.8,0.71679
925,17.85,0.677855
925,17.9,0.63892
925,17.95,0.59148
925,18,0.54404
925,18.05,0.488535
925,18.1,0.43303
925,18.15,0.37443
925,18.2,0.31583
925,18.25,0.260165
925,18.3,0.2045
925,18.35,0.159475
925,18.4,0.11445
925,18.45,0.057225
925,18.5,0
925,18.55,0
925,18.6,0
925,18.65,0
925,18.7,0
925,18.75,0
925,18.8,0
925,18.85,0
925,18.9,0
925,18.95,0
925,19,0
925,19.05,0
925,19.1,0
925,19.15,0
925,19.2,0
925,19.25,0
925,19.3,0
925,19.35,0
925,19.4,0
925,19.45,0
925,19.5,0
925,19.55,0
925,19.6,0
925,19.65,0
925,19.7,0
925,19.75,0
925,19.8,0
925,19.85,0
925,19.9,0
925,19.95,0.0735
925,20,0.147
925,20.05,0.206305
925,20.1,0.26561
925,20.15,0.343185
